 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
80,67369,3,4,426,2266,426,0,142.0,245.95121469999998,2266,0,566.5,1133.0,39959.0316,103.9053571,11228.16667,16703.03347,32885,4,33628,16814.0,22872.07594,32987,641,34484,11494.66667,19003.75398,33430,4,0,0,0,0,72,84,44.53086731,59.37448975,0,2266,336.5,793.7590494,630053.4286,0,0,0,1,0,0,0,0,1,384.57142860000016,142.0,566.5,72,0,0,0,0,0,0,3,426,4,2266,8192,30016,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115894108,16,14,515,1812,431,0,32.1875,106.3605307,1806,0,129.4285714,482.5531002,20.07867389,0.25885699,3996348.5519999997,4885919.215,10000000,73,116000000,7726273.8670000015,4150857.015,10000000,8945,110000000,8493200.385,3756464.104,10000000,25928,0,0,0,0,332,424,0.13805706199999998,0.120799929,0,1806,75.06451613,330.3161047,109108.729,0,0,0,1,0,0,0,0,0,77.56666667,32.1875,129.4285714,332,0,0,0,0,0,0,16,515,14,1812,8192,946,15,20,29150.09091000001,17511.98087,81813,22892,10000000.0,2240.774128,10000000,10000000,BENIGN
2233,250,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,48000.0,8000.0,250.0,0.0,250,250,250,250.0,0.0,250,250,0,0.0,0.0,0,0,0,0,0,0,40,0,8000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,123,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57544,3,2,0,280,0,274,6,140.0,189.5046174,0,0,0.0,0.0,93300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,274,184.66666669999998,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,277.0,140.0,0.0,40,0,0,0,0,0,0,2,280,0,0,60,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55593,66,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,181818.1818,30303.0303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15151.51515,15151.51515,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,31020,62901,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
33202,19948823,1,2,0,239,0,0,0.0,0.0,239,0,119.5,168.9985207,11.980656699999999,0.15038481199999998,9974411.5,14100000.0,19900000,557,0,0.0,0.0,0,0,19900000,19900000.0,0.0,19900000,19900000,0,0,0,0,40,64,0.050128270999999995,0.10025654099999999,0,239,59.75,119.5,14280.25,0,0,0,1,1,0,0,0,2,79.66666667,0.0,119.5,40,0,0,0,0,0,0,1,0,2,239,28960,229,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
445,10718256,25,20,7882,3368,3072,0,315.28,704.4069917,420,0,168.4,138.0916553,1049.611056,4.198444225,243596.7273,1615306.62,10700000,1,10700000,446594.0,2187121.293,10700000,1,10700000,564108.8421,2458145.655,10700000,1,0,0,0,0,524,424,2.332469014,1.8659752109999999,0,3072,244.56521740000002,528.5558376,279371.2734,0,0,0,1,0,0,0,0,0,250.0,315.28,168.4,524,0,0,0,0,0,0,25,7882,20,3368,8192,2051,23,20,3036.0,0.0,3036,3036,10700000.0,0.0,10700000,10700000,BENIGN
53,296,2,2,60,450,30,30,30.0,0.0,225,225,225.0,0.0,1722972.9730000002,13513.513509999999,98.66666667,164.8342602,289,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,6756.756756999999,6756.756756999999,30,225,108.0,106.8058987,11407.5,0,0,0,0,0,0,0,0,1,135.0,30.0,225.0,40,0,0,0,0,0,0,2,60,2,450,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1841665,3,4,26,11607,20,0,8.666666667000001,10.26320288,11595,0,2901.75,5795.50069,6316.566802,3.800908417,306944.1667,751303.0836,1840535,5,1074,537.0,554.3717165,929,145,1841650,613883.3333,1062311.649,1840535,5,0,0,0,0,72,92,1.62896075,2.171947667,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667000001,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
53,113220,1,1,69,275,69,69,69.0,0.0,275,275,275.0,0.0,3038.33245,17.66472355,113220.0,0.0,113220,113220,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8.832361773999999,8.832361773999999,69,275,137.66666669999998,118.93415549999999,14145.333330000001,0,0,0,0,0,0,0,0,1,206.5,69.0,275.0,20,0,0,0,0,0,0,1,69,1,275,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52073,245,3,0,43,0,31,6,14.333333333299999,14.4337567297,0,0,0.0,0.0,175510.204081633,12244.897959183701,122.5,103.9446968344,196,49,245,122.5,103.9446968344,196,49,0,0.0,0.0,0,0,0,0,0,0,60,0,12244.897959183701,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.3333333333,14.333333333299999,0.0,60,0,0,0,0,0,0,3,43,0,0,946,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,5275227,2,2,105,133,61,44,52.5,12.02081528,89,44,66.5,31.81980515,45.1165419,0.758261208,1758409.0,2881397.2460000007,5085250,55659,5219568,5219568.0,0.0,5219568,5219568,5140909,5140909.0,0.0,5140909,5140909,0,0,0,0,40,40,0.379130604,0.379130604,44,89,56.4,19.65451602,386.3,0,0,0,0,0,0,0,0,1,70.5,52.5,66.5,40,0,0,0,0,0,0,2,105,2,133,-1,-1,1,20,134318.0,0.0,134318,134318,5085250.0,0.0,5085250,5085250,BENIGN
443,95104,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.02960969,95104.0,0.0,95104,95104,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.51480485,10.51480485,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,319,254,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53519,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,180,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60836,2,2,76,356,38,38,38.0,0.0,178,178,178.0,0.0,7101.058584,65.75054244,20278.66667,35078.6552,60784,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,40,40,32.87527122,32.87527122,38,178,94.0,76.68115805,5880.0,0,0,0,0,0,0,0,0,1,117.5,38.0,178.0,40,0,0,0,0,0,0,2,76,2,356,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4678458,9,11,703,3950,267,0,78.11111111,103.30228029999999,1448,0,359.0909091,569.9183195,994.5584635,4.274912802,246234.6316,559854.0842,2266703,4,2316610,289576.25,433430.0436,1018567,233,4583412,458341.2,723683.4702,2266703,4,0,0,0,0,296,360,1.923710761,2.351202041,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.11111111,359.0909091,296,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,165891,2,2,76,284,38,38,38.0,0.0,142,142,142.0,0.0,2170.099643742,24.11221826380001,55297.0,95770.2853029059,165883,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,12.056109131900001,12.056109131900001,38,142,79.6,56.9631459805,3244.8,0,0,0,0,0,0,0,0,1,99.5,38.0,142.0,64,0,0,0,0,0,0,2,76,2,284,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,173,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,901734.104,23121.38728000001,57.66666667,59.71878543,122,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,0,0,40,40,11560.693640000001,11560.693640000001,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,40,0,0,0,0,0,0,2,62,2,94,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,97176,6,8,3570,3583,3230,0,595.0,1293.4838228598,1460,0,447.875,601.6573389991,73608.7099695398,144.0684942784,7475.076923076899,10294.0116933871,23955,75,67591,13518.2,12288.0891394879,25941,217,73291,10470.1428571429,16091.0650924519,41521,225,0,0,0,0,132,172,61.743640405,82.3248538734,0,3230,476.8666666667,895.1177788957001,801235.838095238,0,0,0,1,0,0,0,0,1,510.9285714286,595.0,447.875,132,0,0,0,0,0,0,6,3570,8,3583,8192,72,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,98997029,6,7,427,11595,409,0,71.16666667,165.529957,4344,0,1656.4285710000001,2118.2272350000007,121.4379878,0.13131707199999998,8249752.417,28600000.0,99000000,1,99000000,19800000.0,44300000.0,99000000,1,99000000,16500000.0,40400000.0,99000000,51,0,0,0,0,164,232,0.060607879,0.070709193,0,4344,859.1428571,1663.2050550000001,2766251.055,1,0,0,0,0,0,0,0,1,925.2307691999999,71.16666667,1656.4285710000001,164,0,0,0,0,0,0,6,427,7,11595,0,235,3,20,11003.0,0.0,11003,11003,99000000.0,0.0,99000000,99000000,ATTACK
53,62209,2,2,100,174,50,50,50.0,0.0,87,87,87.0,0.0,4404.507386391,64.2993779035,20736.3333333333,35909.4546927872,62201,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,32.1496889518,32.1496889518,50,87,64.8,20.2657346277,410.7,0,0,0,0,0,0,0,0,1,81.0,50.0,87.0,64,0,0,0,0,0,0,2,100,2,174,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
125,51,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,313725.4902,78431.37255,17.0,27.71281292,49,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,0,0,0,0,48,40,39215.68627,39215.68627,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,183961,1,1,91,187,91,91,91.0,0.0,187,187,187.0,0.0,1511.1898720000006,10.87186958,183961.0,0.0,183961,183961,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5.435934791,5.435934791,91,187,123.0,55.42562584,3072.0,0,0,0,0,0,0,0,0,1,184.5,91.0,187.0,32,0,0,0,0,0,0,1,91,1,187,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,28305,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,423.95336510000004,70.65889419,28305.0,0.0,28305,28305,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,35.32944709,35.32944709,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,320,5120,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,6086759,9,7,1528,3413,965,0,169.77777780000002,321.2144057,1460,0,487.57142860000016,583.4851775000002,811.7620559999997,2.628656728,405783.9333,1221352.932,4806967,1,6086758,760844.75,1637317.1409999996,4806969,51572,6035279,1005879.833,1964570.9030000002,5000443,3,0,0,0,0,192,152,1.47861941,1.1500373190000002,0,1460,290.6470588,457.95563939999994,209723.3676,0,0,0,1,0,0,0,0,0,308.8125,169.77777780000002,487.57142860000016,192,0,0,0,0,0,0,9,1528,7,3413,8192,19,8,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,29662,2,2,84,162,42,42,42.0,0.0,81,81,81.0,0.0,8293.439417,134.8526735,9887.333333,17120.167530000002,29656,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,67.42633673,67.42633673,42,81,57.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,72.0,42.0,81.0,40,0,0,0,0,0,0,2,84,2,162,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52869,75,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,80000.0,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,13333.33333,13333.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
53,48329,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,4055.5360140000003,82.76604109,16109.666669999999,27897.565010000002,48323,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,41.38302055,41.38302055,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61068,2,2,76,178,38,38,38.0,0.0,89,89,89.0,0.0,4159.2978319251,65.5007532587,20356.0,35251.5640645915,61061,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,32.7503766293,32.7503766293,38,89,58.4,27.933850432800003,780.3,0,0,0,0,0,0,0,0,1,73.0,38.0,89.0,40,0,0,0,0,0,0,2,76,2,178,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
37426,98776574,6,5,11595,371,8688,0,1932.5,3506.0217770000004,359,0,74.2,159.2363024,121.1420837,0.111362437,9877657.4,31200000.0,98700000,27,98800000,19800000.0,44100000.0,98700000,65,98700000,24700000.0,49300000.0,98700000,985,0,0,0,0,200,144,0.060743147000000004,0.05061929,0,8688,997.1666667000003,2559.565618,6551376.152000003,0,0,0,0,1,0,0,0,0,1087.818182,1932.5,74.2,200,0,0,0,0,0,0,6,11595,5,371,235,229,3,32,12948.0,0.0,12948,12948,98700000.0,0.0,98700000,98700000,BENIGN
53612,18,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,666666.6667,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,55555.55556,55555.55556,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,351,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115324119,23,26,4958,22184,4832,0,215.56521739130002,1006.3482058723,2920,0,853.2307692308,1176.0203164127001,235.35406327270002,0.42488943700000004,2402585.8125,4239878.0850468,10061777,1,115324119,5242005.40909091,5001799.20492943,10099581,118,110749219,4429968.76,5078948.38403031,10099775,1,0,0,0,0,472,664,0.19943789899999997,0.225451538,0,4832,542.84,1125.9361884264,1267732.30040816,0,0,0,1,0,0,0,0,1,553.9183673469,215.56521739130002,853.2307692308,472,0,0,0,0,0,0,23,4958,26,22184,8192,1278,22,20,62137.818181818206,80619.9749737225,305216,37647,10005979.090909101,18524.4103952303,10061777,9999647,BENIGN
443,5548886,7,4,617,164,517,0,88.14285714290001,189.98897211099998,152,0,41.0,74.0540343263,140.7489719558,1.9823798866999998,554888.6,1719707.22756651,5448964,3,5548886,924814.333333333,2245637.00065239,5508659,3,80366,26788.6666666667,30492.4484804571,60101,258,0,0,0,0,160,92,1.2615144734000001,0.7208654133,0,517,65.0833333333,148.7233296692,22118.6287878788,0,0,0,1,0,0,0,0,0,71.0,88.14285714290001,41.0,160,0,0,0,0,0,0,7,617,4,164,29200,30,6,20,99919.0,0.0,99919,99919,5448964.0,0.0,5448964,5448964,BENIGN
53,61262,1,1,44,131,44,44,44.0,0.0,131,131,131.0,0.0,2856.5832,32.64666514,61262.0,0.0,61262,61262,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.32333257,16.32333257,44,131,73.0,50.22947342,2523.0,0,0,0,0,0,0,0,0,1,109.5,44.0,131.0,32,0,0,0,0,0,0,1,44,1,131,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,11938,3,0,49,0,37,6,16.3333333333,17.8978583449,0,0,0.0,0.0,4104.5401239739,251.2983749372,5969.0,8315.5757467538,11849,89,11938,5969.0,8315.5757467538,11849,89,0,0.0,0.0,0,0,0,0,0,0,60,0,251.2983749372,0.0,6,37,13.75,15.5,240.25,0,0,0,0,1,0,0,0,0,18.3333333333,16.3333333333,0.0,60,0,0,0,0,0,0,3,49,0,0,32581,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24286,2,2,68,422,34,34,34.0,0.0,211,211,211.0,0.0,20176.23322,164.7039447,8095.333333,14017.19859,24281,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,80,80,82.35197233,82.35197233,34,211,104.8,96.94689268,9398.7,0,0,0,0,0,0,0,0,1,131.0,34.0,211.0,80,0,0,0,0,0,0,2,68,2,422,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53813,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,343,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
34184,3,2,0,31,0,31,0,15.5,21.920310216799997,0,0,0.0,0.0,10333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.666666667,0.0,0,31,20.6666666667,17.8978583449,320.3333333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,123,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5988,4,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,48,0,500000.0,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
389,90166043,47,22,8980,6952,403,0,191.0638298,201.286234,316,316,316.0,0.0,176.6962314,0.7652548309999999,1325971.221,3346893.5689999997,16500000,3,90200000,1960131.37,3925228.8219999997,16500000,3,85200000,4057701.667,4999120.502,16500000,3,1,0,0,0,1504,704,0.5212605370000001,0.24399429399999997,0,403,233.3571429,175.56732350000001,30823.885089999996,0,1,0,0,1,0,0,0,0,236.7391304,191.0638298,316.0,1504,0,0,0,0,0,0,47,8980,22,6952,1444,2076,23,32,477674.7778,1431960.459,4296236,325,8990294.0,3529332.8019999997,16500000,5769139,BENIGN
80,995,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2010.0502510000001,995.0,0.0,995,995,995,995.0,0.0,995,995,0,0.0,0.0,0,0,0,0,0,0,64,0,2010.0502510000001,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
53,74109,2,2,68,344,34,34,34.0,0.0,172,172,172.0,0.0,5559.378753,53.974551,24703.0,42782.52099999999,74104,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,40,26.9872755,26.9872755,34,172,89.2,75.58571294,5713.2,0,0,0,0,0,0,0,0,1,111.5,34.0,172.0,40,0,0,0,0,0,0,2,68,2,344,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,515170,7,7,376,3788,201,0,53.71428571,78.68653906,1460,0,541.1428571,661.7178222,8082.768795,27.17549547,39628.46154,46315.30592,147079,24,476592,79432.0,43073.44521000001,147079,42505,472544,78757.33333,92266.78942,212260,47,0,0,0,0,152,152,13.58774773,13.58774773,0,1460,277.6,505.57545710000005,255606.5429,0,0,0,1,0,0,0,0,1,297.4285713999999,53.71428571,541.1428571,152,0,0,0,0,0,0,7,376,7,3788,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60687,2,2,94,256,47,47,47.0,0.0,128,128,128.0,0.0,5767.297774000002,65.91197456,20229.0,35032.45963,60681,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,32.95598728,32.95598728,47,128,79.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,99.25,47.0,128.0,64,0,0,0,0,0,0,2,94,2,256,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,90590,1,1,52,226,52,52,52.0,0.0,226,226,226.0,0.0,3068.771388,22.077492000000003,90590.0,0.0,90590,90590,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11.038746000000002,11.038746000000002,52,226,110.0,100.45894679999999,10092.0,0,0,0,0,0,0,0,0,1,165.0,52.0,226.0,20,0,0,0,0,0,0,1,52,1,226,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53868,48,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20833.33333,20833.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,972,245,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31036,2,2,64,536,32,32,32.0,0.0,268,268,268.0,0.0,19332.38819,128.882588,10345.33333,17912.58078,31029,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,64.44129398,64.44129398,32,268,126.4,129.2625236,16708.8,0,0,0,0,0,0,0,0,1,158.0,32.0,268.0,40,0,0,0,0,0,0,2,64,2,536,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,86963928,8,5,56,11601,20,0,7.0,5.6568542489999984,7300,0,2320.2,3022.5080980000002,134.0440832,0.149487268,7246994.0,23100000.0,80400000,3,86300000,12300000.0,30100000.0,80400000,3,683367,170841.75,326759.63399999996,660733,187,0,0,0,0,172,112,0.091992165,0.057495103,0,7300,833.0714286,2033.250541,4134107.764,0,0,0,0,1,0,0,0,0,897.1538462000003,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,2000.0,0.0,2000,2000,43100000.0,52800000.0,80400000,5834862,ATTACK
53,48966,2,2,72,194,36,36,36.0,0.0,97,97,97.0,0.0,5432.340808,81.68933546,16322.0,28224.6429,48913,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,64,40,40.84466773,40.84466773,36,97,60.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,75.5,36.0,97.0,64,0,0,0,0,0,0,2,72,2,194,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48374,4,2,116,276,29,29,29.0,0.0,138,138,138.0,0.0,8103.526688,124.03357179999999,9674.8,17972.05874,41373,1,41423,13807.666669999999,23872.29099,41373,1,4,4.0,0.0,4,4,0,0,0,0,104,64,82.68904784,41.34452392,29,138,60.14285714,53.18655398,2828.809524,0,0,0,0,0,0,0,0,0,70.16666667,29.0,138.0,104,0,0,0,0,0,0,4,116,2,276,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54472,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,243,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23890,2,2,62,254,31,31,31.0,0.0,127,127,127.0,0.0,13227.29175,167.43407280000002,7963.333333,13786.83576,23883,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,83.71703642,83.71703642,31,127,69.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,86.75,31.0,127.0,40,0,0,0,0,0,0,2,62,2,254,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,68381,2,2,72,414,36,36,36.0,0.0,207,207,207.0,0.0,7107.237391,58.49578099,22793.66667,39473.72658,68374,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,29.247890500000004,29.247890500000004,36,207,104.4,93.66055733,8772.3,0,0,0,0,0,0,0,0,1,130.5,36.0,207.0,64,0,0,0,0,0,0,2,72,2,414,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
